block_id	Bm_gene	Bm_chrf	Bm_statrtsite	Bm_length	Bm_sign	Pr_gene	Pr_chrf	Pr_statrtsite	Pr_length	Pr_sign
216	KWMTBOMO13065	22	7673713	41432	-1	SWUPr00092580	8	10686030	35903	1
216	KWMTBOMO13067	22	7870294	3548	1	SWUPr00092530	8	10495715	4416	-1
216	KWMTBOMO13071	22	7936803	9250	-1	SWUPr00092490	8	10430465	6175	1
0	KWMTBOMO13072	22	7958433	15075	-1	SWUPr00092480	8	10408746	16756	1
0	KWMTBOMO13074	22	7965583	1811	-1	SWUPr00092470	8	10403214	2827	1
216	KWMTBOMO13077	22	8002234	4705	1	SWUPr00092440	8	10369529	2647	-1
0	KWMTBOMO13078	22	8017043	3326	-1	SWUPr00092430	8	10356466	4288	1
0	KWMTBOMO13079	22	8018134	1977	1	SWUPr00092420	8	10353277	1620	-1
0	KWMTBOMO13080	22	8028365	7423	1	SWUPr00092410	8	10347456	9160	-1
0	KWMTBOMO13081	22	8040295	1521	1	SWUPr00092390	8	10334025	2392	-1
0	KWMTBOMO13084	22	8056565	2174	1	SWUPr00092380	8	10322949	12303	-1
216	KWMTBOMO13086	22	8101884	29010	-1	SWUPr00092370	8	10279151	23722	1
216	KWMTBOMO13090	22	8206174	6454	-1	SWUPr00092340	8	10172672	3087	1
0	KWMTBOMO13091	22	8210545	13303	1	SWUPr00092330	8	10170713	14512	-1
0	KWMTBOMO13092	22	8242434	18095	-1	SWUPr00092320	8	10139588	15816	1
0	KWMTBOMO13093	22	8247565	1882	1	SWUPr00092310	8	10136983	1036	-1
0	KWMTBOMO13102	22	8407835	10940	-1	SWUPr00092250	8	9864434	91595	1
0	KWMTBOMO13103	22	8421956	23901	1	SWUPr00092260	8	9924405	46673	-1
0	KWMTBOMO13112	22	8533935	43639	-1	SWUPr00092240	8	9833488	19085	1
0	KWMTBOMO13116	22	8580605	5961	-1	SWUPr00092220	8	9777640	9934	1
217	KWMTBOMO13120	22	8637676	7843	1	SWUPr00092170	8	9705858	1010	-1
217	KWMTBOMO13123	22	8773475	4726	-1	SWUPr00092130	8	9563873	17846	1
217	KWMTBOMO13124	22	8852901	11277	1	SWUPr00092110	8	9499419	5457	-1
0	KWMTBOMO13125	22	8878460	9628	-1	SWUPr00092100	8	9481971	7134	1
0	KWMTBOMO13126	22	8884270	1723	-1	SWUPr00092090	8	9473312	1601	1
0	KWMTBOMO13128	22	8929270	29261	-1	SWUPr00092060	8	9449187	7391	1
0	KWMTBOMO13130	22	8931471	11790	1	SWUPr00092050	8	9412070	8688	-1
0	KWMTBOMO13133	22	8982071	9591	1	SWUPr00092030	8	9371607	8916	-1
217	KWMTBOMO13134	22	9005011	15598	1	SWUPr00092000	8	9353063	16119	-1
217	KWMTBOMO13137	22	9046311	7672	1	SWUPr00091960	8	9305113	7439	-1
217	KWMTBOMO13144	22	9130011	3941	1	SWUPr00091880	8	9193911	2035	-1
217	KWMTBOMO13147	22	9176613	11672	1	SWUPr00091860	8	9154746	15525	-1
0	KWMTBOMO13149	22	9202462	2763	-1	SWUPr00091850	8	9129583	1451	1
0	KWMTBOMO13150	22	9204513	2146	1	SWUPr00091840	8	9127770	2882	-1
217	KWMTBOMO13151	22	9227153	5164	1	SWUPr00091830	8	9109387	5147	-1
217	KWMTBOMO13152	22	9248313	5014	1	SWUPr00091820	8	9097549	11577	-1
217	KWMTBOMO13155	22	9278813	6093	1	SWUPr00091800	8	9059990	5086	-1
217	KWMTBOMO13163	22	9375843	2098	1	SWUPr00091700	8	8966199	1464	-1
0	KWMTBOMO13165	22	9399043	2928	1	SWUPr00091680	8	8947199	2136	-1
0	KWMTBOMO13166	22	9421183	10537	1	SWUPr00091670	8	8922383	3243	-1
0	KWMTBOMO13167	22	9433363	39967	1	SWUPr00091600	8	8902941	52556	-1
217	KWMTBOMO13170	22	9491363	787	1	SWUPr00091560	8	8830329	689	-1
218	KWMTBOMO13175	22	9545512	18361	-1	SWUPr00089510	8	2532038	15696	-1
218	KWMTBOMO13176	22	9546683	7481	1	SWUPr00089520	8	2532801	15730	1
0	KWMTBOMO13178	22	9591947	9574	1	SWUPr00089530	8	2567658	7442	1
218	KWMTBOMO13179	22	9610697	6395	1	SWUPr00089540	8	2586695	7912	1
218	KWMTBOMO13182	22	9630787	5740	1	SWUPr00089550	8	2613403	5503	1
218	KWMTBOMO13183	22	9640146	3610	-1	SWUPr00089560	8	2625472	6294	-1
218	KWMTBOMO13186	22	9660996	3254	-1	SWUPr00089590	8	2650135	6188	-1
218	KWMTBOMO13188	22	9699557	2125	1	SWUPr00089610	8	2692844	2658	1
0	KWMTBOMO13189	22	9713676	9560	-1	SWUPr00089620	8	2707561	8650	-1
0	KWMTBOMO13190	22	9720467	16894	1	SWUPr00089630	8	2745490	30653	-1
218	KWMTBOMO13196	22	9910977	6754	1	SWUPr00089670	8	2870991	18829	1
218	KWMTBOMO13197	22	10014387	5077	1	SWUPr00089680	8	2950894	5020	1
218	KWMTBOMO13198	22	10023276	3691	-1	SWUPr00089710	8	2975772	10503	-1
0	KWMTBOMO13199	22	10060576	21233	-1	SWUPr00089720	8	3008664	23659	-1
0	KWMTBOMO13200	22	10074406	3192	-1	SWUPr00089730	8	3016104	1588	-1
0	KWMTBOMO13201	22	10075437	3670	1	SWUPr00089750	8	3028207	3433	-1
218	KWMTBOMO13209	22	10558947	2339	1	SWUPr00089800	8	3354087	350	1
218	KWMTBOMO13215	22	10660817	63806	1	SWUPr00089830	8	3490228	5316	1
0	KWMTBOMO13218	22	10754377	2542	1	SWUPr00089870	8	3542479	3949	-1
0	KWMTBOMO13219	22	10761886	4688	-1	SWUPr00089860	8	3531457	5911	1
0	KWMTBOMO13220	22	10767127	12905	1	SWUPr00089890	8	3546837	8668	1
218	KWMTBOMO13221	22	10784636	2394	-1	SWUPr00089900	8	3562813	2623	-1
0	KWMTBOMO13224	22	10810406	7525	-1	SWUPr00089920	8	3588110	11183	-1
0	KWMTBOMO13225	22	10823224	785	-1	SWUPr00089930	8	3592370	983	-1
0	KWMTBOMO13226	22	10823945	8967	1	SWUPr00089940	8	3593660	17074	1
218	KWMTBOMO13231	22	10908555	16374	1	SWUPr00090000	8	3691592	7089	1
0	KWMTBOMO13233	22	10977644	10497	-1	SWUPr00090020	8	3750848	10414	-1
0	KWMTBOMO13234	22	10973015	1404	1	SWUPr00090030	8	3746192	1167	1
219	KWMTBOMO13239	22	11350274	10968	-1	SWUPr00090080	8	4068327	30539	-1
219	KWMTBOMO13265	22	11902960	11895	1	SWUPr00090250	8	4495525	9800	1
219	KWMTBOMO13266	22	11929999	3448	-1	SWUPr00090260	8	4510316	2720	-1
219	KWMTBOMO13267	22	12001369	60716	-1	SWUPr00090270	8	4574899	55917	-1
219	KWMTBOMO13282	22	12793746	26929	-1	SWUPr00090350	8	5202291	25117	-1
219	KWMTBOMO13287	22	12912860	5826	-1	SWUPr00090380	8	5335655	6613	-1
219	KWMTBOMO13295	22	13015660	1510	-1	SWUPr00090430	8	5416357	2897	-1
0	KWMTBOMO13296	22	13036500	12904	-1	SWUPr00090440	8	5437945	13181	-1
219	KWMTBOMO13297	22	13053141	19167	1	SWUPr00090460	8	5473146	7335	1
0	KWMTBOMO13303	22	13127311	1380	1	SWUPr00090520	8	5525834	542	1
0	KWMTBOMO13304	22	13139921	85999	1	SWUPr00090530	8	5602701	1820	1
0	KWMTBOMO13309	22	13312130	25478	-1	SWUPr00090570	8	5723542	47090	-1
0	KWMTBOMO13316	22	13470503	7581	1	SWUPr00090650	8	5877836	7801	1
0	KWMTBOMO13318	22	13540962	14149	-1	SWUPr00090700	8	5952708	12701	-1
0	KWMTBOMO13328	22	13836492	1435	1	SWUPr00089220	8	1417970	1256	1
0	KWMTBOMO13330	22	13874491	8698	-1	SWUPr00089250	8	1517698	56399	-1
0	KWMTBOMO13332	22	13917262	4671	1	SWUPr00089270	8	1526492	5300	1
0	KWMTBOMO13335	22	13946902	4128	1	SWUPr00089290	8	1594376	5050	1
0	KWMTBOMO13337	22	13967502	20731	1	SWUPr00089310	8	1621384	19635	1
220	KWMTBOMO13338	22	13991452	4826	1	SWUPr00089320	8	1644168	1571	-1
220	KWMTBOMO13339	22	13997461	660	-1	SWUPr00089330	8	1653075	425	-1
220	KWMTBOMO13340	22	14017671	15394	-1	SWUPr00089340	8	1675323	17721	-1
220	KWMTBOMO13342	22	14193945	23790	-1	SWUPr00089390	8	1817050	6870	-1
0	KWMTBOMO13353	22	14711155	9987	1	SWUPr00089470	8	2450330	7820	-1
0	KWMTBOMO13354	22	14724715	15863	1	SWUPr00089460	8	2423632	6637	-1
0	KWMTBOMO13355	22	14752375	6654	1	SWUPr00089450	8	2394491	6904	-1
0	KWMTBOMO13360	22	14957189	128664	1	SWUPr00091530	8	8695273	132917	-1
0	KWMTBOMO13398	22	16135063	1421	1	SWUPr00091210	8	7275466	1301	-1
0	KWMTBOMO13402	22	16178062	14936	-1	SWUPr00091180	8	7219318	28419	1
0	KWMTBOMO13405	22	16220312	3747	-1	SWUPr00091140	8	7172863	5045	1
0	KWMTBOMO13406	22	16222532	1312	-1	SWUPr00091130	8	7166166	2475	1
0	KWMTBOMO13407	22	16223873	2732	1	SWUPr00091120	8	7161763	2325	-1
0	KWMTBOMO13408	22	16235852	5175	-1	SWUPr00091110	8	7141754	12191	1
0	KWMTBOMO13409	22	16363323	9032	1	SWUPr00091100	8	7027061	13476	-1
0	KWMTBOMO13411	22	16376663	31474	1	SWUPr00091080	8	6953523	13166	-1
221	KWMTBOMO13413	22	16427783	3715	1	SWUPr00090930	8	6852925	3739	-1
0	KWMTBOMO13416	22	16647222	14932	-1	SWUPr00090920	8	6668847	17839	1
0	KWMTBOMO13418	22	16661523	847	1	SWUPr00090910	8	6666762	745	-1
0	KWMTBOMO13419	22	16679662	11327	-1	SWUPr00090900	8	6647177	17543	1
221	KWMTBOMO13426	22	16733783	4092	1	SWUPr00090870	8	6591131	1865	-1
221	KWMTBOMO13431	22	16803912	3875	-1	SWUPr00090840	8	6532698	27114	1
221	KWMTBOMO13440	22	17233252	20083	1	SWUPr00090810	8	6212522	39423	-1
222	KWMTBOMO13459	22	17578401	1374	1	SWUPr00088880	8	223373	1076	1
222	KWMTBOMO13469	22	18255693	8883	1	SWUPr00088980	8	784307	156008	1
222	KWMTBOMO13473	22	18297072	2263	-1	SWUPr00089000	8	974047	4745	-1
0	KWMTBOMO13496	23	223250	1664	-1	SWUPr00071700	6	14766538	4678	1
0	KWMTBOMO13497	23	226521	13405	1	SWUPr00071690	6	14763862	13750	-1
223	KWMTBOMO13509	23	404460	14587	-1	SWUPr00072840	6	17502824	9202	-1
0	KWMTBOMO13517	23	548627	28174	-1	SWUPr00071650	6	14675759	26089	-1
223	KWMTBOMO13524	23	680978	11522	1	SWUPr00072720	6	17267374	2505	-1
0	KWMTBOMO13525	23	710847	12108	-1	SWUPr00072710	6	17246740	7789	1
0	KWMTBOMO13526	23	712468	1132	1	SWUPr00072680	6	17228296	764	-1
0	KWMTBOMO13527	23	730057	15916	-1	SWUPr00072670	6	17208970	15123	1
0	KWMTBOMO13528	23	749028	9473	1	SWUPr00072660	6	17224035	31829	-1
0	KWMTBOMO13529	23	767388	12186	1	SWUPr00072650	6	17181745	13666	-1
0	KWMTBOMO13530	23	788037	3727	-1	SWUPr00072630	6	17144084	16489	1
0	KWMTBOMO13531	23	789108	1810	1	SWUPr00072620	6	17130205	2608	-1
0	KWMTBOMO13533	23	811947	7935	-1	SWUPr00072600	6	17101215	8044	1
0	KWMTBOMO13535	23	850421	56470	1	SWUPr00072590	6	17067922	50973	-1
223	KWMTBOMO13543	23	1024441	22713	1	SWUPr00072570	6	16928899	11202	-1
224	KWMTBOMO13552	23	1431952	694	-1	SWUPr00072510	6	16645588	578	1
224	KWMTBOMO13557	23	1548276	8843	1	SWUPr00072430	6	16459534	10295	-1
224	KWMTBOMO13558	23	1562135	1604	-1	SWUPr00072350	6	16270009	3956	-1
225	KWMTBOMO13561	23	1591886	4477	1	SWUPr00072370	6	16328406	8126	1
0	KWMTBOMO13562	23	1601575	4164	-1	SWUPr00072380	6	16341320	1273	-1
0	KWMTBOMO13563	23	1605515	2918	-1	SWUPr00072410	6	16361312	1904	-1
225	KWMTBOMO13573	23	1831285	11907	-1	SWUPr00072230	6	16051964	4234	1
0	KWMTBOMO13578	23	2224544	17127	-1	SWUPr00072160	6	15661378	17862	1
0	KWMTBOMO13579	23	2226285	1530	1	SWUPr00072150	6	15659967	1389	-1
0	KWMTBOMO13580	23	2242234	13920	-1	SWUPr00072140	6	15588785	64282	1
0	KWMTBOMO13583	23	2286735	688	1	SWUPr00072130	6	15587569	422	-1
0	KWMTBOMO13584	23	2290284	1608	-1	SWUPr00072120	6	15584438	1561	1
0	KWMTBOMO13585	23	2292835	8791	1	SWUPr00072100	6	15563729	9423	-1
0	KWMTBOMO13586	23	2305424	1786	-1	SWUPr00072090	6	15551949	809	1
0	KWMTBOMO13587	23	2306665	725	1	SWUPr00072080	6	15550320	994	-1
225	KWMTBOMO13588	23	2316544	4654	-1	SWUPr00072070	6	15536441	8092	1
0	KWMTBOMO13592	23	2446473	9138	-1	SWUPr00072040	6	15446853	517	1
0	KWMTBOMO13597	23	2491993	2640	-1	SWUPr00072010	6	15406043	2647	1
0	KWMTBOMO13599	23	2494034	1204	1	SWUPr00072000	6	15401449	3304	-1
0	KWMTBOMO13600	23	2497863	2616	-1	SWUPr00071980	6	15395408	2528	1
0	KWMTBOMO13601	23	2504444	28306	1	SWUPr00072860	6	17536000	2245	1
0	KWMTBOMO13602	23	2541513	2637	-1	SWUPr00072870	6	17552317	3276	-1
0	KWMTBOMO13603	23	2545634	4744	1	SWUPr00072880	6	17553128	8630	1
0	KWMTBOMO13604	23	2572134	4183	1	SWUPr00072890	6	17564308	4236	1
0	KWMTBOMO13605	23	2588103	4770	-1	SWUPr00072900	6	17577240	3785	-1
0	KWMTBOMO13608	23	2723964	45714	1	SWUPr00072930	6	17712756	54587	1
0	KWMTBOMO13610	23	2790694	3806	1	SWUPr00072960	6	17794568	7748	1
0	KWMTBOMO13611	23	2798273	3621	-1	SWUPr00072970	6	17809138	5559	-1
0	KWMTBOMO13612	23	2807414	5447	1	SWUPr00072990	6	17813791	5981	1
226	KWMTBOMO13614	23	2874283	20911	-1	SWUPr00073010	6	17861991	18095	-1
226	KWMTBOMO13615	23	2949374	61161	1	SWUPr00073020	6	17951045	29881	1
0	KWMTBOMO13621	23	3349161	8643	-1	SWUPr00073080	6	18220453	8873	-1
0	KWMTBOMO13622	23	3350562	736	1	SWUPr00073090	6	18224534	530	1
0	KWMTBOMO13623	23	3354391	2158	-1	SWUPr00073100	6	18229089	1921	-1
0	KWMTBOMO13624	23	3355672	1663	1	SWUPr00073120	6	18232550	1044	1
0	KWMTBOMO13625	23	3360262	9978	1	SWUPr00073130	6	18236022	14140	1
0	KWMTBOMO13628	23	3411392	7167	1	SWUPr00073150	6	18262836	36766	1
226	KWMTBOMO13634	23	3938829	6418	1	SWUPr00073200	6	18683491	3450	1
0	KWMTBOMO13635	23	3951378	5753	-1	SWUPr00073210	6	18691941	1774	-1
0	KWMTBOMO13636	23	3959559	15694	1	SWUPr00073220	6	18694731	21605	1
0	KWMTBOMO13639	23	3990749	1222	1	SWUPr00073250	6	18744968	1091	1
0	KWMTBOMO13645	23	4089468	13755	-1	SWUPr00073290	6	18858472	19894	-1
0	KWMTBOMO13646	23	4091949	4204	1	SWUPr00073300	6	18862475	5017	1
0	KWMTBOMO13664	23	5335390	12326	-1	SWUPr00073560	6	20059628	13883	-1
0	KWMTBOMO13665	23	5340381	2594	1	SWUPr00073570	6	20061393	6178	1
0	KWMTBOMO13667	23	5360510	4544	-1	SWUPr00073590	6	20096941	21538	-1
0	KWMTBOMO13668	23	5366800	2390	-1	SWUPr00073600	6	20104060	2648	-1
0	KWMTBOMO13672	23	5399160	5281	-1	SWUPr00073620	6	20144260	9024	-1
0	KWMTBOMO13674	23	5441440	32087	-1	SWUPr00073630	6	20176256	27485	-1
0	KWMTBOMO13675	23	5467311	4205	1	SWUPr00073650	6	20209876	4037	1
226	KWMTBOMO13686	23	6791259	11209	-1	SWUPr00073730	6	21517250	9654	-1
226	KWMTBOMO13689	23	6976780	3970	1	SWUPr00073750	6	21695282	3833	1
0	KWMTBOMO13693	23	7142235	744	1	SWUPr00073800	6	21871503	1145	-1
0	KWMTBOMO13695	23	7159725	15165	1	SWUPr00073830	6	21886890	17065	1
0	KWMTBOMO13696	23	7187304	1233	-1	SWUPr00073840	6	21911477	1111	-1
0	KWMTBOMO13697	23	7189095	5828	1	SWUPr00073850	6	21914498	7632	1
0	KWMTBOMO13699	23	7214005	6319	1	SWUPr00073870	6	21951499	5385	1
0	KWMTBOMO13702	23	7240124	8904	-1	SWUPr00073910	6	21985445	9999	-1
0	KWMTBOMO13703	23	7261525	2754	1	SWUPr00073920	6	21996153	5739	1
0	KWMTBOMO13705	23	7303715	30977	1	SWUPr00073940	6	22027119	65011	1
0	KWMTBOMO13706	23	7356084	893	-1	SWUPr00073970	6	22110776	563	-1
0	KWMTBOMO13707	23	7359945	837	1	SWUPr00073980	6	22114049	668	1
0	KWMTBOMO13716	23	7501394	33330	-1	SWUPr00074070	6	22412611	26662	1
0	KWMTBOMO13717	23	7539034	1413	-1	SWUPr00074060	6	22364960	1195	1
227	KWMTBOMO13720	23	7635395	10223	1	SWUPr00074040	6	22233131	16129	-1
227	KWMTBOMO13721	23	7649545	7054	1	SWUPr00074110	6	22470372	7237	1
227	KWMTBOMO13722	23	7659564	489	-1	SWUPr00074120	6	22486369	406	1
0	KWMTBOMO13724	23	7673945	1134	1	SWUPr00074190	6	22577747	1001	-1
227	KWMTBOMO13725	23	7685614	4223	-1	SWUPr00074180	6	22566346	3112	1
0	KWMTBOMO13726	23	7687365	4036	1	SWUPr00074170	6	22565120	7039	-1
228	KWMTBOMO13728	23	7703285	5199	1	SWUPr00074200	6	22584107	3930	1
0	KWMTBOMO13730	23	7724245	9774	1	SWUPr00074210	6	22608472	12611	1
228	KWMTBOMO13731	23	7748454	3596	-1	SWUPr00074220	6	22632230	1284	-1
0	KWMTBOMO13732	23	7944184	3145	-1	SWUPr00074260	6	22899719	3174	-1
0	KWMTBOMO13733	23	7944945	1019	1	SWUPr00074270	6	22902810	866	1
228	KWMTBOMO13734	23	7956374	2948	-1	SWUPr00074280	6	22911884	2946	-1
0	KWMTBOMO13745	23	8186674	8082	-1	SWUPr00074880	6	24322306	3662	1
0	KWMTBOMO13746	23	8192935	2582	1	SWUPr00074860	6	24306160	7639	-1
0	KWMTBOMO13747	23	8199504	2265	-1	SWUPr00074850	6	24295092	2470	1
0	KWMTBOMO13748	23	8201725	14454	1	SWUPr00074840	6	24290473	17154	-1
228	KWMTBOMO13749	23	8300555	7245	1	SWUPr00074800	6	24181267	7684	-1
0	KWMTBOMO13750	23	8330454	19135	-1	SWUPr00095150	8	18613833	245	1
0	KWMTBOMO13751	23	8333755	7429	1	SWUPr00074790	6	24142737	4225	-1
0	KWMTBOMO13752	23	8345465	18338	1	SWUPr00074780	6	24131868	7571	-1
228	KWMTBOMO13753	23	8388524	24540	-1	SWUPr00074760	6	24088534	31344	1
0	KWMTBOMO13761	23	8683242	21626	-1	SWUPr00074720	6	23801521	10589	1
0	KWMTBOMO13762	23	8684083	10550	1	SWUPr00074710	6	23798033	13026	-1
0	KWMTBOMO13763	23	8698723	17534	1	SWUPr00074700	6	23781774	12561	-1
0	KWMTBOMO13764	23	8723022	6327	-1	SWUPr00074670	6	23767527	1166	1
229	KWMTBOMO13796	23	9441493	2795	-1	SWUPr00077010	6	31930339	7944	1
0	KWMTBOMO13800	23	9512903	4224	-1	SWUPr00076980	6	31840793	2648	1
0	KWMTBOMO13801	23	9514784	5673	1	SWUPr00076970	6	31838843	5555	-1
229	KWMTBOMO13810	23	9950780	25608	-1	SWUPr00076910	6	31494339	21131	1
229	KWMTBOMO13812	23	10018700	6754	1	SWUPr00076880	6	31388795	8228	-1
0	KWMTBOMO13813	23	10028519	1186	-1	SWUPr00076870	6	31377899	1067	1
0	KWMTBOMO13814	23	10029100	7200	1	SWUPr00076860	6	31375962	7584	-1
0	KWMTBOMO13838	23	10809555	39309	-1	SWUPr00076600	6	30529332	46139	1
0	KWMTBOMO13843	23	11014360	2550	1	SWUPr00076580	6	30270570	2022	-1
0	KWMTBOMO13844	23	11017879	848	-1	SWUPr00076570	6	30266238	1595	1
0	KWMTBOMO13846	23	11023750	3295	1	SWUPr00076560	6	30262017	2563	-1
0	KWMTBOMO13847	23	11048209	19904	-1	SWUPr00076540	6	30228369	16316	1
0	KWMTBOMO13849	23	11188510	19041	1	SWUPr00076530	6	30227512	213637	-1
230	KWMTBOMO13850	23	11213900	4621	1	SWUPr00076520	6	30008305	3823	-1
230	KWMTBOMO13851	23	11236869	8959	-1	SWUPr00076510	6	29986940	11844	1
230	KWMTBOMO13858	23	11368779	14676	1	SWUPr00076410	6	29769494	34271	-1
230	KWMTBOMO13860	23	11395899	1432	1	SWUPr00076390	6	29724003	5309	-1
230	KWMTBOMO13867	23	11504338	8518	-1	SWUPr00076360	6	29583892	14053	1
230	KWMTBOMO13870	23	11673038	28471	-1	SWUPr00076350	6	29377735	21937	1
230	KWMTBOMO13880	23	12044608	4903	1	SWUPr00076320	6	28978176	8021	-1
230	KWMTBOMO13881	23	12063247	4081	-1	SWUPr00076310	6	28955756	5230	1
0	KWMTBOMO13882	23	12073157	2412	-1	SWUPr00076300	6	28949716	3616	1
0	KWMTBOMO13884	23	12092118	3233	1	SWUPr00076290	6	28946430	1506	-1
0	KWMTBOMO13886	23	12142057	21786	-1	SWUPr00076260	6	28879529	25754	1
0	KWMTBOMO13888	23	12154217	4565	-1	SWUPr00076230	6	28839490	6888	1
230	KWMTBOMO13891	23	12273143	10126	1	SWUPr00076220	6	28734427	4778	-1
230	KWMTBOMO13893	23	12304132	3465	-1	SWUPr00076190	6	28715104	2998	1
0	KWMTBOMO13897	23	12539162	1255	-1	SWUPr00076150	6	28482542	1061	1
0	KWMTBOMO13900	23	12550733	17840	1	SWUPr00076110	6	28456618	24153	-1
230	KWMTBOMO13902	23	12674422	3595	-1	SWUPr00076090	6	28233424	3969	1
0	KWMTBOMO13903	23	12688152	10652	-1	SWUPr00076080	6	28214153	12791	1
0	KWMTBOMO13904	23	12691473	3257	1	SWUPr00076070	6	28211490	1521	-1
230	KWMTBOMO13907	23	12724373	1157	1	SWUPr00076010	6	28153726	1432	-1
0	KWMTBOMO13908	23	12738822	13257	-1	SWUPr00076000	6	28110515	41584	1
0	KWMTBOMO13910	23	12760502	3365	-1	SWUPr00075990	6	28068987	2145	1
230	KWMTBOMO13912	23	12918362	1298	-1	SWUPr00075960	6	27843421	815	1
230	KWMTBOMO13913	23	12943842	5139	-1	SWUPr00075950	6	27829141	911	1
230	KWMTBOMO13919	23	13142303	80653	1	SWUPr00075920	6	27511098	57104	-1
0	KWMTBOMO13921	23	13678557	16139	-1	SWUPr00075880	6	26915155	12608	1
0	KWMTBOMO13922	23	13686507	4115	-1	SWUPr00075860	6	26887766	3599	1
0	KWMTBOMO13923	23	13696778	16452	1	SWUPr00075850	6	26885428	42788	-1
0	KWMTBOMO13925	23	13792928	37045	1	SWUPr00075820	6	26726539	7486	-1
0	KWMTBOMO13926	23	13840827	7964	-1	SWUPr00075810	6	26697184	14976	1
0	KWMTBOMO13927	23	13846928	2791	1	SWUPr00075800	6	26693291	3220	-1
0	KWMTBOMO13942	23	14308187	7348	-1	SWUPr00075730	6	26261238	4311	1
0	KWMTBOMO13943	23	14309618	1101	1	SWUPr00075720	6	26258228	1013	-1
0	KWMTBOMO13945	23	14340718	889	1	SWUPr00075700	6	26197091	1871	-1
0	KWMTBOMO13947	23	14361368	5619	1	SWUPr00075680	6	26175283	2866	1
0	KWMTBOMO13948	23	14377257	2884	-1	SWUPr00075690	6	26192751	13163	-1
0	KWMTBOMO13951	23	14397178	9574	1	SWUPr00075650	6	26108377	15651	-1
0	KWMTBOMO13952	23	14422337	9566	-1	SWUPr00075640	6	26078699	9768	1
0	KWMTBOMO13953	23	14624377	1384	-1	SWUPr00075630	6	25831203	824	1
0	KWMTBOMO13954	23	14653688	5774	1	SWUPr00075610	6	25791525	2483	-1
0	KWMTBOMO13956	23	14683467	5118	-1	SWUPr00075580	6	25737809	1993	1
0	KWMTBOMO13957	23	14683798	5164	1	SWUPr00075570	6	25737032	4031	-1
0	KWMTBOMO13958	23	14701897	7457	-1	SWUPr00075560	6	25720864	9378	1
0	KWMTBOMO13960	23	14717127	2449	-1	SWUPr00075540	6	25713324	2113	1
0	KWMTBOMO13962	23	14731237	2171	-1	SWUPr00075520	6	25703811	2399	1
0	KWMTBOMO13963	23	14742377	1552	-1	SWUPr00075510	6	25693881	1128	1
0	KWMTBOMO13964	23	14745218	3464	1	SWUPr00075500	6	25689794	3408	-1
231	KWMTBOMO13968	23	14906618	13399	1	SWUPr00075460	6	25521084	42937	-1
231	KWMTBOMO13970	23	14994917	5392	1	SWUPr00075440	6	25347661	1957	-1
0	KWMTBOMO13973	23	15077686	3861	-1	SWUPr00075400	6	25271372	1105	1
231	KWMTBOMO13975	23	15191916	4388	-1	SWUPr00075350	6	25075860	3978	1
0	KWMTBOMO13979	23	15243776	4600	-1	SWUPr00075310	6	25008344	779	1
0	KWMTBOMO13980	23	15246357	9054	1	SWUPr00075300	6	25005001	13870	-1
231	KWMTBOMO13983	23	15310847	9806	1	SWUPr00075270	6	24944909	27305	-1
231	KWMTBOMO13989	23	15368627	2851	1	SWUPr00075150	6	24776988	3054	-1
231	KWMTBOMO13990	23	15389436	13725	-1	SWUPr00075120	6	24742042	6556	1
0	KWMTBOMO13992	23	15556861	4918	-1	SWUPr00075090	6	24568118	3983	1
0	KWMTBOMO13995	23	15648431	10649	-1	SWUPr00075010	6	24460086	4037	1
0	KWMTBOMO13996	23	15653111	3000	-1	SWUPr00075000	6	24455386	3614	1
0	KWMTBOMO13997	23	15654322	10363	1	SWUPr00074990	6	24449505	8738	-1
232	KWMTBOMO13998	23	15683901	9318	-1	SWUPr00074980	6	24423368	7278	1
232	KWMTBOMO14000	23	15710462	6819	1	SWUPr00074960	6	24391771	9305	1
232	KWMTBOMO14001	23	15735071	10126	-1	SWUPr00074920	6	24363219	17042	1
233	KWMTBOMO14011	23	15892909	16163	1	SWUPr00036850	3	41451156	63007	-1
0	KWMTBOMO14012	23	15940858	23758	-1	SWUPr00036840	3	41359519	15001	1
0	KWMTBOMO14014	23	15956578	1724	-1	SWUPr00036820	3	41273491	7973	1
233	KWMTBOMO14015	23	15972038	13363	-1	SWUPr00036810	3	41258481	12365	1
233	KWMTBOMO14019	23	16068078	10037	-1	SWUPr00036770	3	41040193	18946	1
0	KWMTBOMO14023	23	16153368	7344	-1	SWUPr00036730	3	40946409	9199	1
0	KWMTBOMO14024	23	16154949	3412	1	SWUPr00036720	3	40943828	6623	-1
0	KWMTBOMO14025	23	16175638	7612	-1	SWUPr00036710	3	40916818	12229	1
0	KWMTBOMO14026	23	16177259	3328	1	SWUPr00036700	3	40912417	5294	-1
233	KWMTBOMO14027	23	16189928	2422	-1	SWUPr00036690	3	40900942	1273	1
233	KWMTBOMO14033	23	16366303	11093	1	SWUPr00036900	3	41902310	26097	1
0	KWMTBOMO14034	23	16390282	7978	-1	SWUPr00036910	3	41946638	13975	-1
0	KWMTBOMO14035	23	16390893	9199	1	SWUPr00037340	3	43317206	11411	1
0	KWMTBOMO14040	23	16519832	22524	-1	SWUPr00037370	3	43420439	14374	-1
0	KWMTBOMO14045	23	16765513	6504	1	SWUPr00036660	3	40759845	11501	1
